ID,movie_name,year,Timing(min),Rating(10),Votes,Genre,Language
tt11318718,om shri satya sai baba,2021.0,-,-,-,Biography            ,hindi
tt4983400,khooni insaan,1988.0,-,4.0,7,Thriller            ,hindi
tt0322717,ilamai kaalangal,1983.0,120 min,5.7,9,-,tamil
tt0151288,lalu bhulu,1959.0,-,7.0,6,Drama            ,bengali
tt6425820,rakkhushi,2006.0,134 min,6.5,10,Drama            ,bengali
tt2644942,geet ganga,1982.0,138 min,-,-,Drama            ,hindi
tt0155517,bachke rahna,1949.0,-,-,-,"Action, Comedy            ",hindi
tt4575174,viswasam athalle ellam,2015.0,159 min,4.9,30,"Comedy, Drama            ",malayalam
tt0832365,stop!,2004.0,-,4.5,31,"Comedy, Romance            ",hindi
tt0255504,post man,1967.0,-,-,-,-,malayalam
tt11318262,sannyasi deshonayok,2020.0,-,-,-,Drama            ,bengali
tt11653688,local utpaat,2020.0,-,-,-,"Action, Comedy            ",assamese
tt0266803,niraparadhi,1951.0,182 min,-,-,-,tamil
tt0238055,avaghachi sansar,1960.0,-,-,-,Comedy            ,marathi
tt10111484,vicar ka achar open your mind before your mouth,2018.0,90 min,-,-,-,hindi
tt5286444,neerja,2016.0,122 min,7.7,"21,192","Biography, Drama, Thriller            ",hindi
tt4271820,ok kanmani,2015.0,139 min,7.4,"5,030",Romance            ,tamil
tt6264438,meen kuzhambum mann paanaiyum,2016.0,136 min,5.4,98,"Comedy, Fantasy            ",tamil
tt14344938,nandini,1969.0,-,-,-,Drama            ,marathi
tt2753314,begunah,1970.0,-,-,-,Action            ,hindi
tt0246706,ishara,1943.0,-,-,-,-,hindi
tt1955036,vakratunda mahakaaya,2013.0,92 min,6.9,75,Comedy            ,marathi
tt10443592,kaise tumse kahoon,2000.0,-,-,-,-,urdu
tt0319540,idhey naa savaal,1984.0,-,6.2,8,-,telugu
tt0256832,intiguttu,1958.0,140 min,7.2,5,"Drama, Family            ",telugu
tt0389191,naag mani,1957.0,-,6.5,6,"Adventure, Fantasy            ",hindi
tt2652030,ghanchakkar,1990.0,-,7.3,15,Comedy            ,marathi
tt2342405,uladhaal,2008.0,130 min,6.0,49,"Drama, Thriller            ",marathi
tt0237025,barkha,1953.0,-,-,-,-,urdu
tt2671410,doctor x,1972.0,-,-,-,Thriller            ,hindi
tt1838241,qaid-e-tanhai,2000.0,-,8.2,103,Drama            ,urdu
tt2018070,gullu dada returns: no compromise.. only fight...!,2000.0,-,7.5,50,"Comedy, Crime, Drama            ",oriya
tt5309284,arshinagar,2015.0,134 min,4.5,198,"Drama, Musical, Romance            ",bengali
tt1289655,susral chalo,1983.0,-,-,-,-,punjabi
tt1620907,na ghar ke na ghaat ke,2010.0,-,6.1,269,"Comedy, Drama            ",hindi
tt10050738,therottam,2019.0,117 min,-,-,"Action, Thriller            ",malayalam
tt2882184,shaadi aur barbadi,1991.0,-,-,-,Comedy            ,hindi
tt1883330,shudra: the untouchables,2011.0,116 min,7.8,23,"Drama, Family, History            ",hindi
tt0488316,mazaa mazaa,2005.0,99 min,2.8,57,Romance            ,hindi
tt3521142,har din pyar ke din,1990.0,-,-,-,Thriller            ,hindi
tt14484644,chor na bhai ghanti chor,2016.0,136 min,-,-,Drama            ,gujarati
tt5455354,ek gadi baaki anadi,1988.0,135 min,7.7,15,Comedy            ,marathi
tt0115568,army,1996.0,153 min,4.3,"1,591","Action, Drama            ",hindi
tt0234578,rebecca,1963.0,-,-,-,-,malayalam
tt0427527,mera suhag,1987.0,138 min,-,-,"Drama, Family            ",hindi
tt13939944,kamsale kaisale,2012.0,90 min,-,-,Drama            ,kannada
tt8890224,bottu katuka,1979.0,136 min,-,-,Drama            ,telugu
tt14229528,atmatyag,2012.0,-,-,-,Drama            ,bengali
tt0246771,manju,1983.0,-,7.6,5,Drama            ,malayalam
tt0230870,thakur jarnail singh,1966.0,-,5.0,9,Action            ,hindi
tt6276968,premleela,2015.0,-,-,-,"Action, Romance            ",bhojpuri
tt0257905,marunnattil oru malayali,1971.0,-,5.7,7,-,malayalam
tt2759362,munnudi,2000.0,108 min,6.6,12,Family            ,kannada
tt0306934,halli mestru,1992.0,162 min,6.9,56,"Comedy, Drama            ",kannada
tt14110498,licence,1976.0,-,-,-,Drama            ,punjabi
tt9680174,kitty party,2019.0,134 min,3.8,5,"Action, Comedy            ",punjabi
tt14180624,ajnabi lage zindagi,2019.0,-,-,-,Drama            ,urdu
tt0246213,sangarshana,1983.0,-,7.1,25,"Action, Drama, Family            ",telugu
tt3441418,cool boys hot girls,2012.0,125 min,-,-,Comedy            ,telugu
tt14019248,jeethu,2013.0,-,-,-,Drama            ,kannada
tt1891884,once upon a time in mumbaai dobara,2013.0,160 min,4.6,"6,698","Action, Crime, Drama            ",hindi
tt2674200,akaash ganga,1990.0,-,-,-,Action            ,hindi
tt0215204,srinkhal,1947.0,-,-,-,-,bengali
tt3977454,kabhi yuh bhi toh ho,2014.0,102 min,-,-,Family            ,hindi
tt4417702,aadi shakti,1992.0,-,-,-,Action            ,hindi
tt13005138,appavi kateri,2015.0,-,-,-,Drama            ,tamil
-,vasantha kumaran,2000.0,122 min,-,-,Romance            ,tamil
tt5842032,india unplugged,2000.0,30 min,-,-,-,urdu
tt10845422,kanyavanangal,2019.0,122 min,-,-,Drama            ,malayalam
tt12934616,little singham: kaal ka badla,2020.0,69 min,5.1,9,"Animation, Action            ",hindi
tt0345177,ek doctor ki maut,1990.0,122 min,8.3,"1,309","Biography, Drama            ",hindi
tt0273801,mazaaq,1943.0,-,-,-,-,hindi
tt0246286,the train,1970.0,138 min,6.4,148,"Action, Crime, Mystery            ",hindi
tt5602510,lala begum,2016.0,58 min,6.5,21,"Drama, Thriller            ",urdu
tt3121650,ved lavi jeeva,2010.0,-,7.2,14,Drama            ,marathi
tt0269821,ravoyi chandamama,1999.0,-,4.9,186,"Drama, Romance            ",telugu
tt0178175,aakhri ghulam,1989.0,171 min,5.0,32,"Action, Crime, Drama            ",hindi
tt0267430,diljani,1935.0,-,-,-,-,hindi
tt14223600,jutt majhey da,1988.0,-,-,-,-,punjabi
-,ek dopahar (an afternoon),2021.0,90 min,-,-,Drama            ,hindi
tt10300254,evadu thakkuva kadu,2019.0,125 min,7.5,21,Action            ,telugu
tt13099080,veera ranachandi,2017.0,138 min,-,-,Drama            ,kannada
tt3885696,ice cream,2000.0,144 min,3.4,114,"Horror, Thriller            ",telugu
tt5289552,sasanam,2006.0,154 min,6.1,16,Drama            ,tamil
tt0408976,krishna cottage,2004.0,124 min,5.1,"1,004","Horror, Mystery            ",hindi
tt0079889,sankarabharanam,1980.0,143 min,8.7,"1,985","Drama, Music, Romance            ",telugu
tt0231651,ghulam begum badshah,1956.0,124 min,6.6,5,"Drama, History            ",hindi
-,bhotbhoti,2000.0,-,-,-,Romance            ,bengali
tt8435324,bombay rose,2019.0,97 min,6.1,440,"Animation, Drama, Romance            ",hindi
tt0234571,ratha kanneer,1954.0,154 min,8.1,306,Drama            ,tamil
tt5319796,utthaan,1989.0,-,-,-,Drama            ,hindi
tt13637832,jaanmoni vol - 1,2008.0,70 min,-,-,"Musical, Romance            ",assamese
tt0233281,badhti ka naam dadhi,1974.0,-,6.7,37,Drama            ,hindi
tt1726048,neeye nijam,2005.0,-,-,-,Drama            ,tamil
tt10851886,madhanam,2019.0,128 min,8.9,9,"Comedy, Romance            ",telugu
tt0381261,hyderabad ki nazneen,1952.0,-,-,-,Drama            ,hindi
tt8410616,daakghor,2018.0,46 min,-,-,Drama            ,bengali
tt1464526,coolie,2004.0,-,6.3,26,Action            ,bhojpuri
tt0273275,ilamura thamburan,1998.0,-,4.7,6,Drama            ,malayalam
tt0076259,khoon pasina,1977.0,210 min,6.2,352,"Action, Drama            ",hindi
tt2894356,seeta salma suzy,1992.0,-,-,-,Action            ,hindi
tt14223170,suhaagan,1986.0,-,-,-,-,punjabi
tt1579544,ganesh,2009.0,-,5.0,257,Romance            ,telugu
tt0154719,karwane hayat,1935.0,122 min,6.0,6,-,urdu
tt0371746,iron man,2008.0,126 min,7.9,"954,861","Action, Adventure, Sci-Fi            ",urdu
tt3966616,choti si kahani,2000.0,680 min,5.7,12,Drama            ,urdu
tt0314665,shiva sainya,1996.0,138 min,8.5,12,"Action, Drama            ",kannada
tt7205642,pita maata santan,1997.0,136 min,-,-,"Action, Drama, Romance            ",bengali
tt1612570,punnagai poove,2003.0,-,5.6,22,Romance            ,tamil
tt0055949,ek musafir ek hasina,1962.0,-,6.6,48,"Action, Comedy, Mystery            ",oriya
tt0281384,yechchil iravugal,1982.0,-,3.6,5,-,tamil
tt0356101,swarnakireedam,1996.0,-,-,-,-,malayalam
-,ivan than uthaman,2000.0,-,-,-,Horror            ,tamil
tt6834466,samhaara,2018.0,-,6.0,43,"Action, Thriller            ",kannada
tt7393494,aro oral,2017.0,-,8.3,15,"Short, Mystery            ",malayalam
tt10183624,puthiya katru,2000.0,-,-,-,Drama            ,tamil
tt13010546,1 pandhu 4 run 1 wicket,2014.0,107 min,-,-,Drama            ,tamil
tt4228746,zid,2014.0,126 min,4.4,"1,066","Crime, Romance, Thriller            ",hindi
tt0215534,ayalathe sundari,1974.0,168 min,7.1,8,"Comedy, Musical            ",malayalam
tt0282606,inakkilly,1984.0,-,-,-,"Drama, Romance            ",malayalam
tt0242839,sampoorna mahabharat,1983.0,155 min,7.8,10,"Action, Adventure, Drama            ",gujarati
tt3867500,pratibad,1971.0,-,-,-,Drama            ,bengali
tt0099869,izzatdaar,1990.0,172 min,5.2,177,"Action, Crime, Drama            ",hindi
tt1579634,minor raja,1991.0,-,6.5,13,Comedy            ,telugu
tt0356152,ullasappoonkattu,1997.0,-,4.8,54,Comedy            ,malayalam
-,salaar,2022.0,-,-,-,Action            ,kannada
tt6889310,dhaani,2000.0,-,8.4,30,"Family, Romance            ",urdu
tt0322910,kaivazhikal piriyumbol,1977.0,-,-,-,-,malayalam
tt1411911,nyayam meere cheppali,1985.0,-,5.8,9,-,telugu
tt0092049,tan-badan,1986.0,115 min,5.1,37,Drama            ,hindi
tt5625458,miss priyambada,1967.0,93 min,7.1,12,Romance            ,bengali
tt0060306,devar,1966.0,156 min,7.2,81,"Crime, Drama, Romance            ",hindi
tt1620550,naaji,1959.0,-,-,-,Drama            ,punjabi
tt9059202,kuch der aur,2018.0,65 min,8.5,41,Drama            ,hindi
tt1408029,krantiveer: the revolution,2010.0,159 min,4.6,19,"Action, Crime, Drama            ",hindi
tt1575626,manasupaddanu kani,2000.0,-,-,-,Romance            ,telugu
tt14224146,pyar aur paisa,1991.0,-,-,-,-,urdu
tt0387152,dak babu,1954.0,124 min,-,-,"Drama, Family            ",hindi
tt8983164,chhalaang,2020.0,136 min,6.4,"15,444","Comedy, Drama            ",hindi
tt10106530,kallan avaran,2019.0,21 min,-,-,"Short, Drama            ",malayalam
tt0214933,mastuto bhai,1934.0,-,-,-,Drama            ,bengali
tt9176102,tuesdays and fridays,2021.0,106 min,4.5,407,"Comedy, Musical, Romance            ",hindi
tt5879442,varna vasanthangal,2016.0,128 min,-,-,Drama            ,malayalam
tt3029960,pigman,2000.0,150 min,5.1,32,"Drama, Family            ",malayalam
tt0242262,amar suhagin,1978.0,-,-,-,-,hindi
tt13912646,father chitti umaa kaarthik,2021.0,-,6.5,30,Drama            ,telugu
tt0093578,mr. india,1987.0,179 min,7.8,"14,265","Action, Comedy, Drama            ",hindi
tt0305367,chukkan,1994.0,158 min,5.0,23,Drama            ,malayalam
tt11489230,kushthi,2006.0,-,-,-,Comedy            ,tamil
tt5940384,bilu: a demon within,2017.0,128 min,7.1,133,"Drama, Fantasy            ",bengali
tt4846906,leather life,2015.0,118 min,6.5,10,Drama            ,punjabi
tt0226786,hum tum pe marte hain,1999.0,165 min,5.3,483,"Comedy, Drama, Romance            ",hindi
tt6758346,vaettiya madichu kattu,1998.0,-,5.5,19,Comedy            ,tamil
tt9889948,nenu nene ramune,2018.0,105 min,-,-,Drama            ,telugu
tt3816438,laal joda,2001.0,118 min,-,-,Thriller            ,hindi
tt8159864,"brakefail, the 4 mechanics",2010.0,-,-,-,Comedy            ,bengali
tt3958596,borbaad,2014.0,140 min,5.4,197,"Action, Drama, Romance            ",bengali
tt2751148,meera ke girdhar,1992.0,-,-,-,Drama            ,hindi
tt0390647,zehreeli,1977.0,-,-,-,"Action, Crime, Mystery            ",hindi
tt0277624,champion thomas,1990.0,107 min,5.6,8,Comedy            ,malayalam
tt0371803,maa daivam,1976.0,-,-,-,Musical            ,telugu
tt1593634,aaj sandhyay,1954.0,-,-,-,-,bengali
tt0366993,saanjhbatir roopkathara,2002.0,120 min,6.2,145,"Drama, Family            ",bengali
tt10225364,utkarsha,1990.0,-,-,-,-,kannada
tt14097512,manasa,2013.0,-,-,-,Drama            ,kannada
tt0418818,ladki sahyadri ki,1966.0,-,5.0,9,"Musical, Drama            ",hindi
tt0464800,darshan: the embrace,2005.0,92 min,6.4,184,Documentary            ,malayalam
tt2663792,johra bai,2000.0,-,-,-,Action            ,hindi
tt5304172,har har byomkesh,2015.0,113 min,6.8,852,"Action, Thriller            ",bengali
tt3100362,chaalbaaz leader,1970.0,-,-,-,Drama            ,hindi
tt6774818,prithvi,1994.0,-,8.3,6,-,nepali
-,jinn,2000.0,130 min,-,-,Action            ,bengali
tt11117452,nistaran,2019.0,92 min,-,-,Drama            ,hindi
tt3477056,do haath 100 bandooken,1974.0,-,-,-,Action            ,hindi
tt11952188,ruby,1986.0,-,-,-,Drama            ,urdu
tt0267900,sabak,1950.0,-,-,-,-,hindi
tt5789882,ostittey amar desh,2007.0,-,7.6,9,War            ,bengali
tt0345689,naadham,1983.0,-,-,-,-,malayalam
tt1482234,salawati,2008.0,82 min,-,-,Drama            ,tamil
tt4920258,armaan,2013.0,140 min,6.8,43,"Comedy, Drama, Romance            ",oriya
tt9892234,purano bullet,2019.0,-,-,-,Drama            ,nepali
tt1649435,vinayakudu,2008.0,133 min,7.2,79,"Comedy, Romance            ",tamil
tt4491426,jalladon ka jallad,2004.0,-,-,-,Action            ,hindi
tt10083986,bhinna,2019.0,95 min,7.4,28,Thriller            ,kannada
tt13789606,adhu,2004.0,-,-,-,Drama            ,tamil
tt1987022,virodhi,2011.0,-,6.6,34,Drama            ,telugu
tt1538411,umno o jhumno,1975.0,-,-,-,Drama            ,bengali
tt2958972,anokha aspatal,1989.0,91 min,6.8,12,Comedy            ,hindi
tt0375705,dhill,2001.0,158 min,7.0,789,"Action, Drama            ",tamil
tt4339008,mudhal idam,2011.0,145 min,-,-,"Comedy, Romance            ",tamil
tt0261222,raja malaya simhan,2000.0,-,-,-,-,telugu
tt13230900,mangaata,2016.0,107 min,-,-,Drama            ,kannada
tt4614448,hiro ghoghe jai avyo,1983.0,-,-,-,Comedy            ,gujarati
tt0353982,savidham,1992.0,-,6.3,14,Romance            ,malayalam
tt10217620,aavartan,2021.0,116 min,-,-,Musical            ,hindi
tt5785980,itihaas konna,2000.0,125 min,-,-,War            ,bengali
tt2064816,"i, me aur main",2013.0,108 min,4.6,"1,807","Comedy, Drama, Musical            ",hindi
tt4504934,envazhi thani vazhi,2015.0,130 min,3.4,19,Action            ,tamil
tt3563080,saya e khuda e zuljalal,2016.0,105 min,6.9,129,"Action, Drama, History            ",urdu
tt7223150,marg,1996.0,88 min,-,-,Drama            ,bengali
tt3099096,irada,1971.0,-,-,-,Romance            ,hindi
tt3628802,hind ki wali,1978.0,-,-,-,Drama            ,hindi
tt13591762,coke studio,2000.0,15 min,-,-,Music            ,urdu
tt0156871,parichay,1941.0,141 min,-,-,Drama            ,bengali
tt6493322,sai v/s i,2017.0,-,-,-,-,hindi
tt14519796,teri yaad,2021.0,3 min,-,-,"Short, Romance            ",urdu
tt6471054,ajji,2017.0,104 min,6.9,939,Drama            ,hindi
tt1579772,golmaal,2003.0,130 min,7.0,595,Comedy            ,telugu
tt1398938,bangalore bhootha,1975.0,-,-,-,-,kannada
-,kakasparsh,2000.0,-,-,-,Drama            ,hindi
tt5510876,mann mayal,2016.0,-,8.1,35,"Drama, Romance            ",oriya
tt2137392,the sound of one leg dancing,2011.0,30 min,-,-,"Documentary, Short, Drama            ",nepali
tt0410521,"right here, right now",2003.0,28 min,7.9,209,"Short, Comedy, Drama            ",malayalam
tt3323836,raja thandiram,1984.0,-,7.2,5,-,tamil
tt0069152,raaste kaa patthar,1972.0,133 min,5.7,83,"Drama, Romance            ",hindi
tt0251669,diste tasa naste,1956.0,-,-,-,-,marathi
tt0362055,pyaar hi pyaar mein,2003.0,-,7.2,10,"Drama, Romance            ",urdu
tt0363449,awaragardi,1990.0,-,5.4,8,Action            ,hindi
tt1579524,ammaleni puttinellu,1996.0,-,-,-,Family            ,telugu
tt0155547,bharat ke shaheed,1972.0,-,-,-,"Drama, History            ",hindi
tt0449306,lucky: no time for love,2005.0,180 min,4.7,"3,276","Musical, Drama, Romance            ",hindi
tt0080982,kalyug,1981.0,152 min,7.8,493,Drama            ,hindi
tt0376684,jadui ratan,1947.0,-,-,-,"Action, Fantasy            ",hindi
tt13507408,theeviram,2020.0,108 min,5.5,22,"Drama, Thriller            ",tamil
tt1057927,kalu,1987.0,-,-,-,-,punjabi
tt0254185,bhoomiyile malakha,1965.0,-,-,-,-,malayalam
-,nedumi,2000.0,115 min,-,-,"Action, Drama            ",tamil
tt0156695,kavi,1949.0,151 min,7.5,10,Drama            ,bengali
tt0317996,poovarasan,1996.0,136 min,4.9,29,-,tamil
tt0351832,thacholy thankappan,1984.0,-,-,-,-,malayalam
tt0374122,phir aayee barsat,1985.0,-,7.8,6,Romance            ,hindi
tt2437236,loh purush,1999.0,-,5.3,15,Action            ,hindi
tt7070776,jollad,1998.0,-,-,-,Action            ,bengali
tt0319539,idhem pellaam baaboy,1990.0,136 min,-,-,-,telugu
tt0248228,neerum neruppum,1971.0,-,6.6,25,-,tamil
tt2898694,police custody,1995.0,-,-,-,Action            ,hindi
tt12638206,durga aali ghara,1996.0,-,-,-,Drama            ,marathi
tt1390821,chirodini tumi je amar,2008.0,180 min,6.7,367,Romance            ,bengali
tt0250768,talismi jazeera,1992.0,-,5.3,6,-,urdu
tt8634328,asees,2018.0,127 min,7.5,191,Drama            ,punjabi
tt4869678,superstar kidnap,2015.0,120 min,6.6,631,Thriller            ,telugu
tt1430096,kutty srank: the sailor of hearts,2009.0,127 min,7.0,494,Drama            ,malayalam
-,gandu endare gandu,2000.0,122 min,-,-,Drama            ,kannada
tt4701664,thiranthidu seese,2015.0,123 min,6.5,26,"Drama, Thriller            ",tamil
tt2007445,plaza miranda,1971.0,-,-,-,-,telugu
tt13139222,before you go-love,2020.0,52 min,-,-,"Drama, Romance            ",hindi
tt0105866,yalgaar,1992.0,192 min,5.4,413,"Action, Drama, Thriller            ",hindi
tt0376787,naani,2004.0,155 min,5.3,"1,150",Romance            ,telugu
tt0243447,nausherwan-e-adil,1957.0,137 min,6.4,17,"Action, Adventure, Drama            ",oriya
tt0155840,lovers,1983.0,-,4.7,27,"Comedy, Drama, Romance            ",hindi
tt13837450,pagliyera pokhiyun jhain,2000.0,-,-,-,"Animation, Short            ",nepali
tt0265558,the porter,1999.0,-,-,-,-,malayalam
tt3288670,sringara velan,2013.0,170 min,3.2,217,Comedy            ,tamil
tt3269004,unmaye un vilai enna,1976.0,-,-,-,-,tamil
tt7702330,dar si jaati hai sila,2000.0,-,8.6,60,Drama            ,oriya
tt10189382,panakkara penn,1976.0,-,-,-,Drama            ,tamil
tt0374080,nafrat,1987.0,-,-,-,Action            ,hindi
tt5784614,amar jonmobhumi,1973.0,-,-,-,War            ,bengali
tt0466367,chand sa roshan chehra,2005.0,120 min,4.8,52,Romance            ,hindi
tt13370502,wedding night strories,2000.0,-,-,-,Drama            ,urdu
tt10919600,seasons greeting,2019.0,47 min,5.4,24,Drama            ,hindi
tt1422732,raja veetu kannukutti,1984.0,127 min,-,-,-,tamil
tt9631938,premleela,2019.0,-,-,-,Romance            ,nepali
tt0261757,jarasandha,1938.0,-,-,-,"Musical, Drama            ",telugu
tt0318015,raman abdullah,1997.0,-,5.3,15,-,tamil
-,haveli ka hungaama,2000.0,-,-,-,Comedy            ,hindi
tt1468864,maruthanattu ilavrasi,1950.0,-,7.4,5,-,tamil
tt2387495,jalpari: the desert mermaid,2012.0,94 min,7.1,371,"Drama, Family, Mystery            ",hindi
tt0257089,sandhya,1969.0,-,-,-,-,malayalam
tt3509688,prem rahasya,1981.0,-,-,-,Romance            ,hindi
tt11038702,dandam,2019.0,150 min,8.1,15,Action            ,marathi
tt0276327,meenathil thalikettu,1998.0,-,6.6,237,"Comedy, Drama, Family            ",malayalam
tt4898962,oru naal iravil,2015.0,134 min,6.8,143,"Drama, Thriller            ",tamil
tt2615584,phata poster nikhla hero,2013.0,146 min,4.8,"4,423","Action, Comedy            ",hindi
tt0259252,chintamani,1956.0,158 min,-,-,Drama            ,telugu
tt0242314,billoo baadshah,1989.0,148 min,4.6,39,"Action, Crime, Drama            ",hindi
tt7085078,prem geet 2,2017.0,138 min,7.4,113,"Drama, Romance            ",nepali
tt3325458,asthikkoru aanum asaikku oru ponnum,1962.0,-,-,-,Romance            ,tamil
tt0929764,istam,2001.0,150 min,5.8,37,Romance            ,telugu
tt0368065,nattukoru nallavan,1959.0,-,-,-,-,tamil
tt0373971,khawaja ki diwani,1981.0,133 min,-,-,-,hindi
tt0244017,kathayariyathe,1981.0,122 min,-,-,Drama            ,malayalam
tt6975084,tomake chai,2017.0,121 min,5.3,91,Romance            ,bengali
tt0213644,fariyaad,1942.0,-,-,-,-,hindi
tt12140104,shoonya,2020.0,-,-,-,Drama            ,hindi
tt6536950,singara chennai,2004.0,109 min,-,-,Drama            ,tamil
